SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W7W/SO-051,USA - Washington,WA-Southern Olympics,Higley Peak,920,3020,-123.8873,47.5105,-123.8873,47.5105,2,0,01/12/2010,31/12/2099,1,03/05/2019,K9WBZ
W7W/SO-052,USA - Washington,WA-Southern Olympics,3020 Receiver Mtn,920,3020,-123.4355,47.3747,-123.4355,47.3747,2,0,01/12/2010,31/12/2099,1,26/05/2023,K7AGL
W7W/SO-053,USA - Washington,WA-Southern Olympics,3011 Q Signal Peak,918,3011,-123.3531,47.4483,-123.3531,47.4483,2,0,01/12/2010,31/12/2099,1,11/08/2019,KJ7DDK
W7W/SO-054,USA - Washington,WA-Southern Olympics,3000 Mt Potentiometer,914,3000,-123.1281,47.5347,-123.1281,47.5347,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-055,USA - Washington,WA-Southern Olympics,2981 Mt Rotator,909,2981,-123.4082,47.4157,-123.4082,47.4157,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-056,USA - Washington,WA-Southern Olympics,Quiemuth Peak,891,2922,-122.2982,46.7638,-122.2982,46.7638,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-057,USA - Washington,WA-Southern Olympics,Klinkys Pinky,884,2900,-123.4699,47.3683,-123.4699,47.3683,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-058,USA - Washington,WA-Southern Olympics,Humptulips Ridge,872,2860,-123.7228,47.4089,-123.7228,47.4089,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-059,USA - Washington,WA-Southern Olympics,2740 Transmission Peak,835,2740,-123.75,47.3873,-123.75,47.3873,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-060,USA - Washington,WA-Southern Olympics,2740 Mr Sunspot,835,2740,-123.5183,47.38,-123.5183,47.38,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-061,USA - Washington,WA-Southern Olympics,Salmon River Lookout,835,2740,-123.9657,47.5052,-123.9657,47.5052,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-062,USA - Washington,WA-Southern Olympics,Weatherwax Ridge,835,2740,-123.5823,47.3336,-123.5823,47.3336,2,0,01/12/2010,31/12/2099,1,05/05/2018,K7VK
W7W/SO-063,USA - Washington,WA-Southern Olympics,2733 Static Butte,833,2733,-123.3571,47.3788,-123.3571,47.3788,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-064,USA - Washington,WA-Southern Olympics,2700 Mt Toroid,823,2700,-123.6869,47.3951,-123.6869,47.3951,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-065,USA - Washington,WA-Southern Olympics,2665 Spectrum Peak,812,2665,-123.6635,47.4287,-123.6635,47.4287,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-066,USA - Washington,WA-Southern Olympics,2660 Ragchew Mtn,811,2660,-123.1222,47.5572,-123.1222,47.5572,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-067,USA - Washington,WA-Southern Olympics,Larch Mountain,811,2660,-123.1406,46.9872,-123.1406,46.9872,2,0,01/12/2010,31/12/2099,14,29/12/2024,WX7EMT
W7W/SO-068,USA - Washington,WA-Southern Olympics,2580 Rubber Duckie Peak,786,2580,-123.6564,47.3865,-123.6564,47.3865,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-069,USA - Washington,WA-Southern Olympics,Dow Mountain,766,2514,-123.1842,47.4456,-123.1842,47.4456,2,0,01/12/2010,31/12/2099,6,03/07/2022,KJ7EHA
W7W/SO-070,USA - Washington,WA-Southern Olympics,2460 Mt Preamplifier,750,2460,-123.842,47.3786,-123.842,47.3786,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-071,USA - Washington,WA-Southern Olympics,2460 Phase Peak,750,2460,-123.5345,47.4056,-123.5345,47.4056,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-072,USA - Washington,WA-Southern Olympics,Cushman Hill,733,2406,-123.2485,47.4329,-123.2485,47.4329,2,0,01/12/2010,31/12/2099,1,21/08/2020,WA7BAR
W7W/SO-073,USA - Washington,WA-Southern Olympics,Rock Candy Mountain,718,2355,-123.111,47.0086,-123.111,47.0086,2,0,01/12/2010,31/12/2099,27,03/12/2024,K7CL
W7W/SO-074,USA - Washington,WA-Southern Olympics,2321 Repeater Peak,707,2321,-123.4456,47.4098,-123.4456,47.4098,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-075,USA - Washington,WA-Southern Olympics,2264 Modulation Mtn,690,2264,-123.6802,47.3621,-123.6802,47.3621,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-076,USA - Washington,WA-Southern Olympics,2060 Lower Sideband Pk,628,2060,-122.2418,46.7689,-122.2418,46.7689,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-077,USA - Washington,WA-Southern Olympics,2035 ITU Peak,620,2035,-122.352,46.8085,-122.352,46.8085,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-078,USA - Washington,WA-Southern Olympics,2011 Message Peak,613,2011,-123.1691,47.0261,-123.1691,47.0261,2,0,01/12/2010,31/12/2099,17,29/12/2024,WX7EMT
W7W/SO-079,USA - Washington,WA-Southern Olympics,Dennie Ahl Hill,611,2004,-123.2683,47.4013,-123.2683,47.4013,2,0,01/12/2010,31/12/2099,3,29/04/2023,K7AGL
W7W/SO-080,USA - Washington,WA-Southern Olympics,1930 Maidenhead Mtn,588,1930,-123.3345,47.3581,-123.3345,47.3581,2,0,01/12/2010,31/12/2099,1,29/04/2023,K7AGL
W7W/SO-081,USA - Washington,WA-Southern Olympics,1864 Intermediate Freq Peak,568,1864,-123.0572,46.9997,-123.0572,46.9997,2,0,01/12/2010,31/12/2099,2,01/01/2024,KD7QT
W7W/SO-082,USA - Washington,WA-Southern Olympics,Saddle Mountain,567,1860,-123.1765,47.4803,-123.1765,47.4803,2,0,01/12/2010,31/12/2099,7,16/11/2023,K7ATN
W7W/SO-083,USA - Washington,WA-Southern Olympics,Miller Hill,557,1828,-122.6587,46.8026,-122.6587,46.8026,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-084,USA - Washington,WA-Southern Olympics,1823 Noise Blanker Peak,556,1823,-123.7614,47.3398,-123.7614,47.3398,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-085,USA - Washington,WA-Southern Olympics,1820 Longpath Mtn,555,1820,-123.7458,47.3566,-123.7458,47.3566,2,0,01/12/2010,31/12/2099,1,14/01/2023,N7XW
W7W/SO-086,USA - Washington,WA-Southern Olympics,1780 Mt Moonbounce,543,1780,-123.7755,47.4218,-123.7755,47.4218,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-087,USA - Washington,WA-Southern Olympics,Blue Mountain,543,1780,-123.4653,46.8281,-123.4653,46.8281,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-088,USA - Washington,WA-Southern Olympics,Minot Peak,543,1780,-123.417,46.892,-123.417,46.892,2,0,01/12/2010,31/12/2099,1,29/03/2015,KF7PXT
W7W/SO-089,USA - Washington,WA-Southern Olympics,1744 Mt Feedpoint,532,1744,-124.0728,47.5188,-124.0728,47.5188,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-090,USA - Washington,WA-Southern Olympics,1700 Duplex Summit,518,1700,-123.1498,47.4632,-123.1498,47.4632,2,0,01/12/2010,31/12/2099,6,16/11/2023,K7ATN
W7W/SO-091,USA - Washington,WA-Southern Olympics,Cougar Mountain,503,1651,-123.7456,47.2894,-123.7456,47.2894,2,0,01/12/2010,31/12/2099,0,,
W7W/SO-092,USA - Washington,WA-Southern Olympics,1620 Mt Harmonic,494,1620,-123.3055,47.3588,-123.3055,47.3588,1,0,01/12/2010,31/12/2099,1,07/03/2024,N7NWT
W7W/SO-093,USA - Washington,WA-Southern Olympics,1620 GPS Peak,490,1609,-123.122,47.516,-123.122,47.516,1,0,01/12/2010,31/12/2099,1,06/02/2021,KF7ZYF
W7W/SO-094,USA - Washington,WA-Southern Olympics,1609 Frequency Mtn,480,1574,-123.1851,47.0818,-123.1851,47.0818,1,0,01/12/2010,31/12/2099,1,11/09/2016,KF7PXT
W7W/SO-095,USA - Washington,WA-Southern Olympics,1574 Mt Grandfather,479,1570,-123.6907,47.3405,-123.6907,47.3405,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-096,USA - Washington,WA-Southern Olympics,Wishka Benchmark,478,1568,-123.6882,47.2954,-123.6882,47.2954,1,0,01/12/2010,30/11/2016,0,,
W7W/SO-097,USA - Washington,WA-Southern Olympics,1540 Mt Conversion,469,1540,-123.3096,47.3093,-123.3096,47.3093,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-098,USA - Washington,WA-Southern Olympics,1492 Diode Mtn,455,1492,-123.2786,47.1029,-123.2786,47.1029,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-099,USA - Washington,WA-Southern Olympics,Crawford Mountain,454,1490,-122.7646,46.8429,-122.7646,46.8429,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-100,USA - Washington,WA-Southern Olympics,Northcraft Mountain,443,1454,-122.81,46.8294,-122.81,46.8294,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-101,USA - Washington,WA-Southern Olympics,Reed Hill,440,1442,-123.5917,47.297,-123.5917,47.297,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-102,USA - Washington,WA-Southern Olympics,1396 Circuit Hill,426,1396,-123.79,47.3986,-123.79,47.3986,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-103,USA - Washington,WA-Southern Olympics,1380 Mt Beacon,421,1380,-123.3284,47.3483,-123.3284,47.3483,1,0,01/12/2010,31/12/2099,1,30/01/2015,KF7PXT
W7W/SO-104,USA - Washington,WA-Southern Olympics,1380 Callsign Peak,421,1380,-123.1772,46.8607,-123.1772,46.8607,1,0,01/12/2010,31/12/2099,3,23/01/2023,KL7QT
W7W/SO-105,USA - Washington,WA-Southern Olympics,1340 Display Mtn,408,1340,-123.8072,47.2913,-123.8072,47.2913,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-106,USA - Washington,WA-Southern Olympics,1295 Bug Hill,395,1295,-123.0893,47.0475,-123.0893,47.0475,1,0,01/12/2010,31/12/2099,7,07/03/2024,WX7EMT
W7W/SO-107,USA - Washington,WA-Southern Olympics,1260 Wavelength Peak,384,1260,-123.8181,47.3077,-123.8181,47.3077,1,0,01/12/2010,31/12/2099,1,24/08/2020,W7EEE
W7W/SO-108,USA - Washington,WA-Southern Olympics,Burnt Hill,383,1258,-123.8677,47.3252,-123.8677,47.3252,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-109,USA - Washington,WA-Southern Olympics,1230 Kamilche Hill,375,1230,-123.1413,47.1401,-123.1413,47.1401,1,0,01/12/2010,31/12/2099,1,27/12/2017,W5RST
W7W/SO-110,USA - Washington,WA-Southern Olympics,Lone Mountain,359,1178,-123.9715,47.4634,-123.9715,47.4634,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-111,USA - Washington,WA-Southern Olympics,Jonas Hill,353,1158,-122.6146,46.8296,-122.6146,46.8296,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-112,USA - Washington,WA-Southern Olympics,1066 Mt Upper Sideband,325,1066,-123.1994,47.1586,-123.1994,47.1586,1,0,01/12/2010,31/12/2099,1,27/08/2013,KI0G
W7W/SO-113,USA - Washington,WA-Southern Olympics,Dayton Peak,325,1066,-123.2239,47.1893,-123.2239,47.1893,1,0,01/12/2010,31/12/2099,1,05/09/2021,W7LRH
W7W/SO-114,USA - Washington,WA-Southern Olympics,1033 Turner Hill,315,1033,-123.0361,47.044,-123.0361,47.044,1,0,01/12/2010,31/12/2099,2,29/01/2015,KF7PXT
W7W/SO-115,USA - Washington,WA-Southern Olympics,Scar Hill,299,980,-123.6937,46.856,-123.6937,46.856,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-116,USA - Washington,WA-Southern Olympics,940 Surface Mount Hill,287,940,-123.8185,47.2118,-123.8185,47.2118,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-117,USA - Washington,WA-Southern Olympics,857 Space Station Hill,261,857,-122.7934,46.8883,-122.7934,46.8883,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-118,USA - Washington,WA-Southern Olympics,Arctic Peak,257,844,-123.7728,46.8772,-123.7728,46.8772,1,0,01/12/2010,31/12/2099,0,,
W7W/SO-119,USA - Washington,WA-Southern Olympics,Black Hills HP,246,807,-122.9803,47.0231,-122.9803,47.0231,1,0,01/12/2010,31/12/2099,4,01/12/2019,K7AHR
W7W/SO-120,USA - Washington,WA-Southern Olympics,Discovery Peak,1474,4837,-123.5616,47.5164,-123.5616,47.5164,4,0,01/12/2016,31/12/2099,0,,
W7W/SO-121,USA - Washington,WA-Southern Olympics,Green Hill,494,1622,-122.4097,46.7948,-122.4097,46.7948,1,0,01/12/2016,31/12/2099,0,,
W7W/SO-122,USA - Washington,WA-Southern Olympics,1620,494,1620,-123.6887,47.3002,-123.6887,47.3002,1,0,01/12/2016,31/12/2099,0,,
W7W/SO-123,USA - Washington,WA-Southern Olympics,1420,433,1420,-123.1219,46.9282,-123.1219,46.9282,1,0,01/12/2016,31/12/2099,5,26/09/2024,KI7HSG
W7W/ST-001,USA - Washington,WA-Stevens,Abercrombie Mountain,2227,7308,-117.46,48.9281,-117.46,48.9281,8,3,01/12/2010,31/12/2099,9,20/08/2024,W7MDN
W7W/ST-002,USA - Washington,WA-Stevens,Calispell Peak,2089,6855,-117.5025,48.4369,-117.5025,48.4369,8,3,01/12/2010,31/12/2099,10,24/10/2024,W7MDN
W7W/ST-003,USA - Washington,WA-Stevens,Sherlock Peak,1940,6365,-117.5034,48.8698,-117.5034,48.8698,6,3,01/12/2010,31/12/2099,2,25/07/2021,KJ7NXK
W7W/ST-004,USA - Washington,WA-Stevens,Huckleberry Mountain,1775,5825,-117.9772,48.211,-117.9772,48.211,6,3,01/12/2010,31/12/2099,3,01/10/2024,W7MDN
W7W/ST-005,USA - Washington,WA-Stevens,Rogers Benchmark,1760,5775,-117.742,48.7407,-117.742,48.7407,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-006,USA - Washington,WA-Stevens,Chewelah Mountain,1760,5773,-117.5719,48.2844,-117.5719,48.2844,6,3,01/12/2010,31/12/2099,15,23/08/2024,W7MDN
W7W/ST-007,USA - Washington,WA-Stevens,Old Dominion Mountain,1760,5773,-117.7475,48.5803,-117.7475,48.5803,6,3,01/12/2010,31/12/2099,1,07/07/2021,W7MDN
W7W/ST-008,USA - Washington,WA-Stevens,Gillette Mountain,1759,5770,-117.8153,48.6888,-117.8153,48.6888,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-009,USA - Washington,WA-Stevens,Mount Rogers,1694,5557,-117.7671,48.7263,-117.7671,48.7263,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-010,USA - Washington,WA-Stevens,Goddards Peak,1691,5548,-117.535,48.3286,-117.535,48.3286,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-011,USA - Washington,WA-Stevens,Monumental Mountain,1687,5534,-118.0657,48.4902,-118.0657,48.4902,6,3,01/12/2010,31/12/2099,6,13/08/2024,W7MDN
W7W/ST-012,USA - Washington,WA-Stevens,5434 Olivia Mtn,1656,5434,-117.5088,48.3573,-117.5088,48.3573,6,3,01/12/2010,31/12/2099,2,25/08/2022,W7MDN
W7W/ST-013,USA - Washington,WA-Stevens,Blacktail Butte,1654,5426,-117.6567,48.6781,-117.6567,48.6781,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-014,USA - Washington,WA-Stevens,Dunn Mountain,1640,5380,-117.9591,48.3471,-117.9591,48.3471,6,3,01/12/2010,31/12/2099,3,01/10/2024,W7MDN
W7W/ST-015,USA - Washington,WA-Stevens,5339 Transponder Mtn,1627,5339,-117.5059,48.5038,-117.5059,48.5038,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-016,USA - Washington,WA-Stevens,Old Douglas,1599,5245,-117.8496,48.6389,-117.8496,48.6389,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-017,USA - Washington,WA-Stevens,5201 Inductor Mtn,1585,5201,-117.5303,48.2531,-117.5303,48.2531,6,3,01/12/2010,31/12/2099,4,08/10/2023,K7DJL
W7W/ST-018,USA - Washington,WA-Stevens,5170 Longwire Mtn,1576,5170,-117.5289,48.2056,-117.5289,48.2056,6,3,01/12/2010,31/12/2099,3,12/09/2022,W7MDN
W7W/ST-019,USA - Washington,WA-Stevens,Uncle Sam Mountain,1550,5085,-117.8289,48.7282,-117.8289,48.7282,6,3,01/12/2010,31/12/2099,0,,
W7W/ST-020,USA - Washington,WA-Stevens,Green Mountain,1546,5071,-117.6096,48.6305,-117.6096,48.6305,6,3,01/12/2010,31/12/2099,1,29/08/2022,W7MDN
W7W/ST-021,USA - Washington,WA-Stevens,Addy Mountain,1489,4885,-117.7564,48.4119,-117.7564,48.4119,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-022,USA - Washington,WA-Stevens,Deadman Hill,1468,4815,-118.0511,48.3786,-118.0511,48.3786,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-023,USA - Washington,WA-Stevens,North Dunn Mountain,1449,4754,-117.9736,48.3809,-117.9736,48.3809,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-024,USA - Washington,WA-Stevens,4739 Mt Modulator,1444,4739,-117.5089,48.9946,-117.5089,48.9946,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-025,USA - Washington,WA-Stevens,Lime Creek Mountain,1444,4739,-117.66,48.8825,-117.66,48.8825,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-026,USA - Washington,WA-Stevens,Hope Mountain,1436,4712,-118.121,48.991,-118.121,48.991,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-027,USA - Washington,WA-Stevens,Huckleberry Mountain South,1434,4704,-118.0769,48.0322,-118.0769,48.0322,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-028,USA - Washington,WA-Stevens,Stone Mountain,1433,4700,-117.6678,48.9139,-117.6678,48.9139,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-029,USA - Washington,WA-Stevens,Adams Mountain,1428,4685,-118.0926,48.0905,-118.0926,48.0905,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-030,USA - Washington,WA-Stevens,Red Top Mountain,1420,4660,-117.5571,48.9613,-117.5571,48.9613,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-031,USA - Washington,WA-Stevens,4635 Precedence Pk,1413,4635,-118.0834,48.0727,-118.0834,48.0727,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-032,USA - Washington,WA-Stevens,Eagle Mountain,1408,4620,-117.6439,48.3203,-117.6439,48.3203,4,0,01/12/2010,31/12/2099,2,22/08/2024,W7MDN
W7W/ST-033,USA - Washington,WA-Stevens,Lane Mountain,1390,4561,-117.8653,48.1697,-117.8653,48.1697,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-034,USA - Washington,WA-Stevens,Mineral Mountain,1384,4542,-118.025,48.8828,-118.025,48.8828,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-035,USA - Washington,WA-Stevens,4540 Re-Transmission Pk,1384,4540,-117.5389,48.3719,-117.5389,48.3719,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-036,USA - Washington,WA-Stevens,Jumbo Mountain,1383,4539,-118.0816,48.8634,-118.0816,48.8634,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-037,USA - Washington,WA-Stevens,4534 Straight Key Summit,1382,4534,-117.6,48.5987,-117.6,48.5987,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-038,USA - Washington,WA-Stevens,Wilson Mountain,1380,4528,-117.59,48.3691,-117.59,48.3691,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-039,USA - Washington,WA-Stevens,Wellington Peak,1366,4483,-118.0767,48.2591,-118.0767,48.2591,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-040,USA - Washington,WA-Stevens,4475 Transverter Peak,1364,4475,-117.6685,48.6371,-117.6685,48.6371,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-041,USA - Washington,WA-Stevens,Divide Benchmark,1359,4460,-118.0413,48.0991,-118.0413,48.0991,4,0,01/12/2010,31/12/2099,1,20/05/2022,W7MDN
W7W/ST-042,USA - Washington,WA-Stevens,4418 Fading Mtn,1347,4418,-117.68,48.5731,-117.68,48.5731,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-043,USA - Washington,WA-Stevens,Comstock,1331,4366,-117.8547,48.7001,-117.8547,48.7001,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-044,USA - Washington,WA-Stevens,4355 Half Square Mtn,1327,4355,-117.7558,48.7958,-117.7558,48.7958,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-045,USA - Washington,WA-Stevens,Irish Mountain,1315,4314,-117.7411,48.6576,-117.7411,48.6576,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-046,USA - Washington,WA-Stevens,Flagstaff Mountain,1298,4260,-117.8693,48.9086,-117.8693,48.9086,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-047,USA - Washington,WA-Stevens,4250 Integrated Circuit Mtn,1295,4250,-118.0852,48.9611,-118.0852,48.9611,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-048,USA - Washington,WA-Stevens,4243 Low Earth Orbit Pk,1293,4243,-117.6052,48.5547,-117.6052,48.5547,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-049,USA - Washington,WA-Stevens,4202 Mt Monoband,1281,4202,-117.6246,48.5478,-117.6246,48.5478,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-050,USA - Washington,WA-Stevens,Bald Mountain,1279,4195,-117.5919,48.1519,-117.5919,48.1519,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-051,USA - Washington,WA-Stevens,Grande Mountain,1265,4149,-117.8801,48.7756,-117.8801,48.7756,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-052,USA - Washington,WA-Stevens,4135 Product Detector Pk,1260,4135,-118.0498,48.2354,-118.0498,48.2354,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-053,USA - Washington,WA-Stevens,4124 Rhombic Ridge,1257,4124,-118.0476,48.209,-118.0476,48.209,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-054,USA - Washington,WA-Stevens,OToole Mountain,1253,4112,-117.8839,48.8089,-117.8839,48.8089,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-055,USA - Washington,WA-Stevens,Deer Mountain,1248,4094,-117.7622,48.3517,-117.7622,48.3517,4,0,01/12/2010,31/12/2099,1,18/08/2023,W7MDN
W7W/ST-056,USA - Washington,WA-Stevens,4049 Sub-Audible,1234,4049,-117.6133,48.7936,-117.6133,48.7936,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-057,USA - Washington,WA-Stevens,Five Sisters,1233,4046,-117.6669,47.9581,-117.6669,47.9581,4,0,01/12/2010,31/12/2099,1,28/11/2021,W7MDN
W7W/ST-058,USA - Washington,WA-Stevens,Blue Grouse Mountain,1213,3980,-117.5096,48.0978,-117.5096,48.0978,4,0,01/12/2010,31/12/2099,1,09/08/2023,W7MDN
W7W/ST-059,USA - Washington,WA-Stevens,Paradis Peak,1213,3980,-117.9675,48.5144,-117.9675,48.5144,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-060,USA - Washington,WA-Stevens,3977 Tribander Mtn,1212,3977,-117.654,48.3643,-117.654,48.3643,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-061,USA - Washington,WA-Stevens,First Thought Mountain,1209,3965,-118.1665,48.897,-118.1665,48.897,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-062,USA - Washington,WA-Stevens,3940 Fax Summit,1201,3940,-118.0722,48.8187,-118.0722,48.8187,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-063,USA - Washington,WA-Stevens,Queen of Sheba,1199,3933,-117.8961,48.7156,-117.8961,48.7156,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-064,USA - Washington,WA-Stevens,Belshazzar Mountain,1198,3931,-117.9223,48.9277,-117.9223,48.9277,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-065,USA - Washington,WA-Stevens,3902 Halfwave Pk,1189,3902,-118.0425,48.285,-118.0425,48.285,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-066,USA - Washington,WA-Stevens,3900 Intermediate Frequency Mtn,1189,3900,-117.994,48.9336,-117.994,48.9336,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-067,USA - Washington,WA-Stevens,3900 Keyboard Butte,1189,3900,-117.8887,48.6637,-117.8887,48.6637,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-068,USA - Washington,WA-Stevens,3888 Low Power Mtn,1185,3888,-117.895,48.9262,-117.895,48.9262,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-069,USA - Washington,WA-Stevens,3871 Mt Moonbounce,1180,3871,-117.5468,48.1191,-117.5468,48.1191,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-071,USA - Washington,WA-Stevens,Empey Mountain,1175,3856,-117.897,48.0884,-117.897,48.0884,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-072,USA - Washington,WA-Stevens,3855 Near Vertical Incidence Pk,1175,3855,-117.5107,48.1672,-117.5107,48.1672,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-073,USA - Washington,WA-Stevens,Lookout Mountain,1174,3853,-117.9258,48.7786,-117.9258,48.7786,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-074,USA - Washington,WA-Stevens,Little Roundtop,1171,3843,-117.764,48.6304,-117.764,48.6304,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-075,USA - Washington,WA-Stevens,Rabbit Mountain,1171,3841,-117.7175,48.6958,-117.7175,48.6958,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-076,USA - Washington,WA-Stevens,Bodie Mountain,1155,3790,-117.7795,48.8753,-117.7795,48.8753,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-077,USA - Washington,WA-Stevens,Deer Lake Mountain,1142,3747,-117.6049,48.0829,-117.6049,48.0829,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-078,USA - Washington,WA-Stevens,Moberg Hill,1140,3740,-117.9079,48.6986,-117.9079,48.6986,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-079,USA - Washington,WA-Stevens,Old Copper Hill,1140,3740,-118.1262,48.412,-118.1262,48.412,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-080,USA - Washington,WA-Stevens,3735 Prominence Summit,1138,3735,-117.9141,48.7631,-117.9141,48.7631,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-081,USA - Washington,WA-Stevens,3731 Rockbound Mtn,1137,3731,-118.0699,48.1642,-118.0699,48.1642,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-082,USA - Washington,WA-Stevens,Quartzite Mountain,1132,3714,-117.6645,48.2758,-117.6645,48.2758,4,0,01/12/2010,31/12/2099,2,16/05/2024,NE7ET
W7W/ST-083,USA - Washington,WA-Stevens,3709 Sunspot Summit,1131,3709,-118.0685,48.2071,-118.0685,48.2071,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-084,USA - Washington,WA-Stevens,Gold Hill,1128,3700,-118.0944,48.3538,-118.0944,48.3538,4,0,01/12/2010,31/12/2099,0,,
W7W/ST-085,USA - Washington,WA-Stevens,Hungry Hill,1122,3681,-118.1103,48.8903,-118.1103,48.8903,4,0,01/12/2010,31/12/2099,0,,
