SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W7W/CH-001,USA - Washington,WA-Chelan,Bonanza Peak,2899,9511,-120.8664,48.2382,-120.8664,48.2382,10,3,01/12/2010,31/12/2099,1,16/07/2022,KJ7RTO
W7W/CH-002,USA - Washington,WA-Chelan,Mount Stuart,2870,9415,-120.9022,47.4751,-120.9022,47.4751,10,3,01/12/2010,31/12/2099,4,25/06/2022,KI7QIV
W7W/CH-003,USA - Washington,WA-Chelan,Mount Fernow,2819,9249,-120.8075,48.1626,-120.8075,48.1626,10,3,01/12/2010,31/12/2099,1,03/09/2022,KJ7RTO
W7W/CH-004,USA - Washington,WA-Chelan,Goode Mountain,2810,9220,-120.9113,48.483,-120.9113,48.483,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-005,USA - Washington,WA-Chelan,Mount Maude,2761,9060,-120.8037,48.1376,-120.8037,48.1376,10,3,01/12/2010,31/12/2099,2,03/08/2022,KJ7RTO
W7W/CH-006,USA - Washington,WA-Chelan,Copper Peak,2732,8964,-120.8035,48.1749,-120.8035,48.1749,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-007,USA - Washington,WA-Chelan,Dragontail Peak,2701,8860,-120.833,47.479,-120.833,47.479,10,3,01/12/2010,31/12/2099,5,22/06/2022,KJ7RTO
W7W/CH-008,USA - Washington,WA-Chelan,Colchuck Peak,2653,8705,-120.8464,47.4783,-120.8464,47.4783,10,3,01/12/2010,31/12/2099,2,17/06/2022,WX7EMT
W7W/CH-009,USA - Washington,WA-Chelan,Star Peak,2649,8690,-120.4284,48.2507,-120.4284,48.2507,10,3,01/12/2010,31/12/2099,1,25/09/2021,KJ7RTO
W7W/CH-010,USA - Washington,WA-Chelan,Cannon Mountain,2633,8638,-120.8024,47.5026,-120.8024,47.5026,10,3,01/12/2010,31/12/2099,3,01/06/2024,KI7QIV
W7W/CH-011,USA - Washington,WA-Chelan,Sherpa Pk,2623,8606,-120.8886,47.4717,-120.8886,47.4717,10,3,01/12/2010,30/11/2016,0,,
W7W/CH-012,USA - Washington,WA-Chelan,Clark Mountain,2622,8602,-120.9686,48.05,-120.9686,48.05,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-013,USA - Washington,WA-Chelan,Cardinal Peak,2618,8590,-120.6125,48.1031,-120.6125,48.1031,10,3,01/12/2010,31/12/2099,1,18/07/2019,KJ7DDK
W7W/CH-014,USA - Washington,WA-Chelan,Buck Mountain,2599,8528,-120.912,48.0936,-120.912,48.0936,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-015,USA - Washington,WA-Chelan,Enchantment Peaks (HP),2603,8540,-120.8074,47.4862,-120.8074,47.4862,10,3,01/12/2010,31/12/2099,2,21/06/2022,KJ7LLS
W7W/CH-016,USA - Washington,WA-Chelan,Storm King,2603,8540,-120.9236,48.4916,-120.9236,48.4916,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-017,USA - Washington,WA-Chelan,Reynolds Peak,2594,8512,-120.5632,48.3723,-120.5632,48.3723,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-018,USA - Washington,WA-Chelan,Martin Peak,2594,8511,-120.8158,48.2417,-120.8158,48.2417,10,3,01/12/2010,31/12/2099,1,17/07/2022,KJ7RTO
W7W/CH-019,USA - Washington,WA-Chelan,Cashmere Mountain,2591,8501,-120.8473,47.5586,-120.8473,47.5586,10,3,01/12/2010,31/12/2099,2,08/04/2023,KI7QIV
W7W/CH-020,USA - Washington,WA-Chelan,Mount Bigelow,2579,8460,-120.3541,48.2182,-120.3541,48.2182,10,3,01/12/2010,31/12/2099,1,28/08/2022,KJ7RTO
W7W/CH-021,USA - Washington,WA-Chelan,Argonaut Peak,2576,8453,-120.8613,47.4702,-120.8613,47.4702,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-022,USA - Washington,WA-Chelan,Emerald Peak,2567,8422,-120.629,48.1151,-120.629,48.1151,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-023,USA - Washington,WA-Chelan,Dumbell Mountain,2567,8421,-120.8587,48.1801,-120.8587,48.1801,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-024,USA - Washington,WA-Chelan,Luahna Peak,2566,8420,-120.9848,48.0607,-120.9848,48.0607,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-025,USA - Washington,WA-Chelan,Pinnacle Mountain,2566,8420,-120.6702,48.1319,-120.6702,48.1319,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-026,USA - Washington,WA-Chelan,Greenwood Mountain,2565,8415,-120.8508,48.1854,-120.8508,48.1854,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-027,USA - Washington,WA-Chelan,Saska Peak,2562,8404,-120.6424,48.1122,-120.6424,48.1122,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-028,USA - Washington,WA-Chelan,South Spectacle Butte,2558,8392,-120.7597,48.1265,-120.7597,48.1265,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-029,USA - Washington,WA-Chelan,Courtney Peak,2558,8392,-120.4434,48.2607,-120.4434,48.2607,10,3,01/12/2010,31/12/2099,1,26/09/2021,KJ7RTO
W7W/CH-030,USA - Washington,WA-Chelan,Devore Peak,2554,8380,-120.7649,48.2765,-120.7649,48.2765,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-031,USA - Washington,WA-Chelan,Martin Peak,2553,8375,-120.3509,48.1885,-120.3509,48.1885,10,3,01/12/2010,31/12/2099,1,27/08/2022,KJ7RTO
W7W/CH-032,USA - Washington,WA-Chelan,McClellan Peak,2549,8364,-120.7858,47.4702,-120.7858,47.4702,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-033,USA - Washington,WA-Chelan,Tupshin Peak,2542,8340,-120.7507,48.297,-120.7507,48.297,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-034,USA - Washington,WA-Chelan,Flora Mountain,2536,8320,-120.6956,48.2432,-120.6956,48.2432,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-035,USA - Washington,WA-Chelan,Booker Mountain,2530,8300,-120.9766,48.475,-120.9766,48.475,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-036,USA - Washington,WA-Chelan,Spider Mountain,2530,8300,-121.0376,48.4101,-121.0376,48.4101,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-037,USA - Washington,WA-Chelan,The Temple,2527,8292,-120.7696,47.4904,-120.7696,47.4904,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-038,USA - Washington,WA-Chelan,Wy East Mountain,2530,8300,-120.7686,48.2551,-120.7686,48.2551,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-039,USA - Washington,WA-Chelan,Cheops,2521,8270,-120.3489,48.1967,-120.3489,48.1967,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-040,USA - Washington,WA-Chelan,Pyramid Mountain,2512,8243,-120.5679,48.0796,-120.5679,48.0796,10,3,01/12/2010,31/12/2099,3,14/07/2019,KJ7DDK
W7W/CH-041,USA - Washington,WA-Chelan,West Riddle Peaks,2505,8220,-120.7385,48.2277,-120.7385,48.2277,10,3,01/12/2010,31/12/2099,0,,
W7W/CH-042,USA - Washington,WA-Chelan,Gunsight Peak,2499,8198,-120.9943,48.3067,-120.9943,48.3067,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-043,USA - Washington,WA-Chelan,Castle Rock,2498,8197,-120.6928,48.2574,-120.6928,48.2574,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-044,USA - Washington,WA-Chelan,Mount Gibbs,2482,8142,-120.6104,48.3941,-120.6104,48.3941,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-045,USA - Washington,WA-Chelan,Buckskin Mountain,2476,8124,-120.7656,48.1651,-120.7656,48.1651,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-046,USA - Washington,WA-Chelan,McGregor Mountain,2476,8122,-120.7982,48.4082,-120.7982,48.4082,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-047,USA - Washington,WA-Chelan,Agnes Mountain,2473,8115,-120.9684,48.3176,-120.9684,48.3176,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-048,USA - Washington,WA-Chelan,Finney Peak,2472,8110,-120.4649,48.2136,-120.4649,48.2136,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-049,USA - Washington,WA-Chelan,Big Chiwaukum,2469,8100,-120.9349,47.7031,-120.9349,47.7031,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-050,USA - Washington,WA-Chelan,North Spectacle Butte,2469,8100,-120.7675,48.1331,-120.7675,48.1331,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-051,USA - Washington,WA-Chelan,Corteo Peak,2469,8100,-120.7885,48.5045,-120.7885,48.5045,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-052,USA - Washington,WA-Chelan,North Star Mountain,2468,8096,-120.9006,48.2228,-120.9006,48.2228,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-053,USA - Washington,WA-Chelan,Bearcat Ridge,2452,8045,-120.6172,48.1285,-120.6172,48.1285,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-054,USA - Washington,WA-Chelan,Gopher Mountain,2450,8037,-120.6559,48.0971,-120.6559,48.0971,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-055,USA - Washington,WA-Chelan,Beefhide Butte,2448,8030,-120.3913,48.2275,-120.3913,48.2275,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-056,USA - Washington,WA-Chelan,Enigma Peak,2443,8015,-120.7239,48.2516,-120.7239,48.2516,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-057,USA - Washington,WA-Chelan,Camels Hump,2443,8015,-120.5653,48.3592,-120.5653,48.3592,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-058,USA - Washington,WA-Chelan,Eightmile Mountain,2437,7996,-120.8973,47.5321,-120.8973,47.5321,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-059,USA - Washington,WA-Chelan,Chilly Peak,2432,7980,-120.7767,48.0981,-120.7767,48.0981,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-060,USA - Washington,WA-Chelan,Mount Berge,2432,7980,-120.9462,48.1033,-120.9462,48.1033,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-061,USA - Washington,WA-Chelan,Choral Peak,2432,7980,-120.6609,48.0849,-120.6609,48.0849,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-062,USA - Washington,WA-Chelan,North Navarre Peak,2427,7963,-120.3262,48.1315,-120.3262,48.1315,8,3,01/12/2010,31/12/2099,1,10/08/2023,WW7D
W7W/CH-063,USA - Washington,WA-Chelan,7942 Mirror Mountain,2421,7942,-120.6634,48.1511,-120.6634,48.1511,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-064,USA - Washington,WA-Chelan,Heather Ridge,2416,7928,-120.8519,48.3221,-120.8519,48.3221,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-065,USA - Washington,WA-Chelan,McAlester Mountain,2416,7928,-120.6537,48.3982,-120.6537,48.3982,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-066,USA - Washington,WA-Chelan,Needle Peak,2408,7900,-120.9027,48.2796,-120.9027,48.2796,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-067,USA - Washington,WA-Chelan,Bowan Mountain,2406,7895,-120.7303,48.4082,-120.7303,48.4082,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-068,USA - Washington,WA-Chelan,Mount Lyall,2405,7892,-120.857,48.2818,-120.857,48.2818,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-069,USA - Washington,WA-Chelan,Old Maid Mountain,2402,7882,-120.3987,48.1793,-120.3987,48.1793,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-070,USA - Washington,WA-Chelan,Black Tower,2402,7880,-120.7818,48.2448,-120.7818,48.2448,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-071,USA - Washington,WA-Chelan,Bryan Butte,2394,7855,-120.2981,48.1296,-120.2981,48.1296,8,3,01/12/2010,31/12/2099,1,10/08/2023,WW7D
W7W/CH-072,USA - Washington,WA-Chelan,Copper Benchmark,2390,7840,-120.6283,48.4968,-120.6283,48.4968,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-073,USA - Washington,WA-Chelan,Jack Ridge,2384,7820,-120.9217,47.5254,-120.9217,47.5254,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-074,USA - Washington,WA-Chelan,Sable Ridge,2384,7820,-120.8068,48.2566,-120.8068,48.2566,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-075,USA - Washington,WA-Chelan,Cornice Peak,2384,7820,-120.6571,48.5067,-120.6571,48.5067,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-076,USA - Washington,WA-Chelan,Switchblade Peak,2379,7805,-120.6531,48.4854,-120.6531,48.4854,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-077,USA - Washington,WA-Chelan,Whistler Mountain,2374,7790,-120.708,48.5156,-120.708,48.5156,8,3,01/12/2010,31/12/2099,1,15/06/2023,K7JRO
W7W/CH-078,USA - Washington,WA-Chelan,7782 West Level Peak,2372,7782,-120.6377,48.3822,-120.6377,48.3822,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-079,USA - Washington,WA-Chelan,Frisco Mountain,2371,7780,-120.7566,48.4888,-120.7566,48.4888,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-080,USA - Washington,WA-Chelan,Lyall Ridge,2371,7780,-120.8813,48.3057,-120.8813,48.3057,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-081,USA - Washington,WA-Chelan,7780 Big Lou,2371,7780,-120.8474,47.6392,-120.8474,47.6392,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-082,USA - Washington,WA-Chelan,Receiver Mtn,2371,7780,-120.4697,48.2256,-120.4697,48.2256,8,3,01/12/2010,30/11/2016,0,,
W7W/CH-083,USA - Washington,WA-Chelan,Ferry Peak,2370,7777,-120.4015,48.1338,-120.4015,48.1338,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-084,USA - Washington,WA-Chelan,Big Jim Mountain,2366,7763,-120.8322,47.6623,-120.8322,47.6623,8,3,01/12/2010,31/12/2099,1,16/05/2024,KJ7RTO
W7W/CH-085,USA - Washington,WA-Chelan,Hock Mountain,2362,7750,-120.6669,48.4515,-120.6669,48.4515,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-086,USA - Washington,WA-Chelan,Mount Benzarino,2359,7740,-120.8171,48.4897,-120.8171,48.4897,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-087,USA - Washington,WA-Chelan,7738 Sideswiper Mtn,2359,7738,-120.6387,48.1502,-120.6387,48.1502,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-088,USA - Washington,WA-Chelan,Three Musketeers Ridge,2347,7700,-120.7526,47.5017,-120.7526,47.5017,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-089,USA - Washington,WA-Chelan,7730 Mt Microphone,2356,7730,-120.8066,48.2718,-120.8066,48.2718,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-090,USA - Washington,WA-Chelan,Fifth of July Mountain,2346,7696,-120.7415,48.0483,-120.7415,48.0483,8,3,01/12/2010,31/12/2099,1,24/09/2018,KE7JWP
W7W/CH-091,USA - Washington,WA-Chelan,Rampart Mountain,2345,7693,-120.7295,48.0354,-120.7295,48.0354,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-092,USA - Washington,WA-Chelan,Moore Mountain,2343,7686,-120.5565,48.2865,-120.5565,48.2865,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-093,USA - Washington,WA-Chelan,Uno Peak,2335,7660,-120.387,48.1188,-120.387,48.1188,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-094,USA - Washington,WA-Chelan,7628 Radioteletype Pk,2325,7628,-120.6513,48.4314,-120.6513,48.4314,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-095,USA - Washington,WA-Chelan,Bandit Peak,2324,7625,-120.8719,47.9867,-120.8719,47.9867,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-096,USA - Washington,WA-Chelan,Hinkhouse Peak,2310,7580,-120.6554,48.5373,-120.6554,48.5373,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-097,USA - Washington,WA-Chelan,Garland Peak,2294,7525,-120.7111,48.0158,-120.7111,48.0158,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-098,USA - Washington,WA-Chelan,Axis Peak,2301,7550,-120.8737,47.5082,-120.8737,47.5082,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-099,USA - Washington,WA-Chelan,Grindstone Mountain,2296,7533,-120.9131,47.6366,-120.9131,47.6366,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-100,USA - Washington,WA-Chelan,Trapper Mountain,2295,7530,-121.0181,48.4317,-121.0181,48.4317,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-101,USA - Washington,WA-Chelan,7492 Graham Harbor Mountain,2284,7492,-120.5474,48.0728,-120.5474,48.0728,8,3,01/12/2010,31/12/2099,2,24/07/2016,KG7EJT
W7W/CH-102,USA - Washington,WA-Chelan,7484 Camels Butte,2281,7484,-120.5815,48.3403,-120.5815,48.3403,8,3,01/12/2010,31/12/2099,1,09/10/2017,KE7JWP
W7W/CH-103,USA - Washington,WA-Chelan,The Cradle,2276,7467,-121.0329,47.5608,-121.0329,47.5608,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-104,USA - Washington,WA-Chelan,Three Wives,2271,7450,-120.7302,48.4362,-120.7302,48.4362,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-105,USA - Washington,WA-Chelan,Splawn Mtn,2271,7450,-120.5617,48.3156,-120.5617,48.3156,8,3,01/12/2010,30/11/2016,0,,
W7W/CH-106,USA - Washington,WA-Chelan,Sisi Ridge,2269,7444,-120.8004,48.3386,-120.8004,48.3386,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-107,USA - Washington,WA-Chelan,Indian Head Peak,2262,7420,-121.1017,48.0063,-121.1017,48.0063,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-108,USA - Washington,WA-Chelan,7437 Phase Shift Mtn,2267,7437,-120.7014,48.1582,-120.7014,48.1582,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-109,USA - Washington,WA-Chelan,McGregor Benchmark,2263,7424,-120.7599,48.4031,-120.7599,48.4031,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-110,USA - Washington,WA-Chelan,South Goode Ridge,2262,7420,-120.8982,48.4629,-120.8982,48.4629,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-111,USA - Washington,WA-Chelan,Mount David,2262,7420,-120.9895,47.963,-120.9895,47.963,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-112,USA - Washington,WA-Chelan,Saddle Bow Mountain,2259,7410,-120.9576,48.2626,-120.9576,48.2626,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-113,USA - Washington,WA-Chelan,Vie Mountain,2249,7380,-120.4265,48.1401,-120.4265,48.1401,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-114,USA - Washington,WA-Chelan,7377 Rectifier Mtn,2249,7377,-120.9244,47.7286,-120.9244,47.7286,8,3,01/12/2010,30/11/2016,0,,
W7W/CH-115,USA - Washington,WA-Chelan,Crow Hill,2245,7366,-120.5237,48.0296,-120.5237,48.0296,8,3,01/12/2010,31/12/2099,2,23/07/2016,KG7EJT
W7W/CH-116,USA - Washington,WA-Chelan,7363 Good Copy Mtn,2244,7363,-120.6754,48.075,-120.6754,48.075,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-117,USA - Washington,WA-Chelan,Boulder Butte,2240,7350,-120.5992,48.3229,-120.5992,48.3229,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-118,USA - Washington,WA-Chelan,Tinpan Mountain,2262,7422,-120.7344,48.1685,-120.7344,48.1685,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-119,USA - Washington,WA-Chelan,Cape Horn,2230,7316,-120.9178,47.6571,-120.9178,47.6571,8,3,01/12/2010,31/12/2099,2,05/07/2019,KG7EJT
W7W/CH-120,USA - Washington,WA-Chelan,West Three Brothers,2226,7303,-120.7757,47.4233,-120.7757,47.4233,8,3,01/12/2010,31/12/2099,7,07/09/2023,K7JRO
W7W/CH-121,USA - Washington,WA-Chelan,Edward Peak,2225,7300,-120.7607,47.5174,-120.7607,47.5174,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-122,USA - Washington,WA-Chelan,Mount Saul,2225,7300,-121.0231,48.0018,-121.0231,48.0018,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-123,USA - Washington,WA-Chelan,Graham Mountain,2224,7297,-120.5311,48.0573,-120.5311,48.0573,8,3,01/12/2010,31/12/2099,3,14/07/2019,KJ7DDK
W7W/CH-124,USA - Washington,WA-Chelan,Whittier Peak,2219,7281,-121.0315,47.9471,-121.0315,47.9471,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-125,USA - Washington,WA-Chelan,7277 Static Mtn,2218,7277,-120.7487,48.0781,-120.7487,48.0781,8,3,01/12/2010,30/11/2016,0,,
W7W/CH-126,USA - Washington,WA-Chelan,Rainbow Ridge,2206,7237,-120.7046,48.4089,-120.7046,48.4089,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-127,USA - Washington,WA-Chelan,7235 Sopa Peak,2205,7235,-120.9302,47.9919,-120.9302,47.9919,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-128,USA - Washington,WA-Chelan,Glory Mountain,2203,7228,-120.9801,48.4321,-120.9801,48.4321,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-129,USA - Washington,WA-Chelan,Rimrock Ridge East,2202,7224,-120.9766,48.3748,-120.9766,48.3748,8,3,01/12/2010,30/11/2016,0,,
W7W/CH-130,USA - Washington,WA-Chelan,7220 Circuit Mtn,2201,7220,-120.8326,48.3031,-120.8326,48.3031,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-131,USA - Washington,WA-Chelan,Seven Sisters (HP),2195,7203,-120.9342,48.3774,-120.9342,48.3774,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-132,USA - Washington,WA-Chelan,Stormy Mountain,2194,7198,-120.3522,47.8979,-120.3522,47.8979,8,3,01/12/2010,31/12/2099,8,17/08/2024,K7NCM
W7W/CH-133,USA - Washington,WA-Chelan,Rimrock Ridge West,2188,7180,-121.0006,48.3722,-121.0006,48.3722,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-134,USA - Washington,WA-Chelan,Harding Mountain,2186,7173,-120.9859,47.5276,-120.9859,47.5276,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-135,USA - Washington,WA-Chelan,Twisp Mountain,2183,7161,-120.6509,48.4612,-120.6509,48.4612,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-136,USA - Washington,WA-Chelan,Lucerne Mountain,2179,7150,-120.6903,48.2103,-120.6903,48.2103,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-137,USA - Washington,WA-Chelan,Pelton Peak,2176,7140,-121.0326,48.4487,-121.0326,48.4487,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-138,USA - Washington,WA-Chelan,7140 Halleluja Peak,2176,7140,-120.987,48.4337,-120.987,48.4337,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-139,USA - Washington,WA-Chelan,7140 Circuitboard Mtn,2176,7140,-120.818,48.3143,-120.818,48.3143,8,3,01/12/2010,30/11/2016,0,,
W7W/CH-140,USA - Washington,WA-Chelan,Fourmile Ridge,2173,7128,-120.4491,47.9452,-120.4491,47.9452,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-141,USA - Washington,WA-Chelan,Big Goat Mountain,2170,7120,-120.4144,48.1033,-120.4144,48.1033,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-142,USA - Washington,WA-Chelan,Carne Mountain,2164,7100,-120.803,48.0885,-120.803,48.0885,8,3,01/12/2010,31/12/2099,10,12/10/2024,KK7UKE
W7W/CH-143,USA - Washington,WA-Chelan,7100 Capacitor Mtn,2164,7100,-121.0132,48.4118,-121.0132,48.4118,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-144,USA - Washington,WA-Chelan,7100 Resistor Mtn,2164,7100,-120.969,48.3827,-120.969,48.3827,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-145,USA - Washington,WA-Chelan,Old Gib Mountain,2155,7071,-120.7942,48.0579,-120.7942,48.0579,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-146,USA - Washington,WA-Chelan,Mount Howard,2153,7063,-120.9545,47.8145,-120.9545,47.8145,8,3,01/12/2010,31/12/2099,1,31/08/2023,KJ7RTO
W7W/CH-147,USA - Washington,WA-Chelan,Icicle Ridge,2142,7029,-120.7671,47.591,-120.7671,47.591,8,3,01/12/2010,31/12/2099,7,22/05/2021,KG7EJT
W7W/CH-148,USA - Washington,WA-Chelan,Highchair Mountain,2138,7016,-120.993,47.5678,-120.993,47.5678,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-149,USA - Washington,WA-Chelan,Tyee Ridge,2133,6998,-120.5239,47.8853,-120.5239,47.8853,8,3,01/12/2010,31/12/2099,12,17/07/2023,WW7D
W7W/CH-150,USA - Washington,WA-Chelan,6980 Integrated Circuit Mtn,2128,6980,-120.8059,48.4359,-120.8059,48.4359,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-151,USA - Washington,WA-Chelan,The Trap,2128,6980,-121.0082,48.4308,-121.0082,48.4308,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-152,USA - Washington,WA-Chelan,Tolo Mountain,2113,6931,-120.8962,48.3953,-120.8962,48.3953,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-153,USA - Washington,WA-Chelan,Crook Mountain,2112,6930,-120.8395,47.9399,-120.8395,47.9399,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-154,USA - Washington,WA-Chelan,6913 Mount Sylvester,2107,6913,-120.8516,47.9551,-120.8516,47.9551,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-155,USA - Washington,WA-Chelan,6907 Tyee Ridge Middle Peak,2105,6907,-120.5079,47.8842,-120.5079,47.8842,8,3,01/12/2010,31/12/2099,14,25/10/2024,KG7EJT
W7W/CH-156,USA - Washington,WA-Chelan,Rock Mountain,2091,6860,-120.9744,47.7998,-120.9744,47.7998,8,3,01/12/2010,31/12/2099,12,31/08/2023,KJ7RTO
W7W/CH-157,USA - Washington,WA-Chelan,Klone Peak,2079,6820,-120.6209,47.9618,-120.6209,47.9618,8,3,01/12/2010,31/12/2099,1,13/09/2017,NU7A
W7W/CH-158,USA - Washington,WA-Chelan,Bulls Tooth,2091,6860,-121.0034,47.6829,-121.0034,47.6829,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-159,USA - Washington,WA-Chelan,Bootjack Mountain,2069,6789,-120.9635,47.5788,-120.9635,47.5788,8,3,01/12/2010,31/12/2099,6,01/09/2023,K7JRO
W7W/CH-160,USA - Washington,WA-Chelan,Kelly Mountain,2067,6780,-120.6099,47.9532,-120.6099,47.9532,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-161,USA - Washington,WA-Chelan,French Ridge,2063,6767,-121.0756,47.6022,-121.0756,47.6022,8,3,01/12/2010,31/12/2099,0,,
W7W/CH-162,USA - Washington,WA-Chelan,Jim Hill Mountain,2062,6765,-121.0096,47.7379,-121.0096,47.7379,8,3,01/12/2010,31/12/2099,0,,
