SummitCode,RegionName,SummitName,AltM,AltFt,Latitude,Longitude,Points,BonusPoints,ActivationCount,ParcelOwner1,Region1,ParcelOwner2,Region2,ParcelOwner3,Region3,ManualAccess,ComputedAccess,RFNearby,Notes 1,ValidFrom,ValidTo,CurrentlyActive,FAYear,FAMonth,FADay,FADate,FACalls
W7W/ST-100,WA-Stevens,Parker Mountain,1055,3461,48.2486,-117.6428,4,0,0,VAAGEN BROS LUMBER INC,,OMAN TRUSTEE RICHARD E,,,,Unstated/Restricted?,Restricted,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-102,WA-Stevens,3458 Gain Summit,1054,3458,48.1822,-117.8975,4,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-103,WA-Stevens,3443 Ham Radio Butte,1049,3443,48.2728,-117.818,4,0,0,BLM,Spokane District:Border Field Office,SYSTEM GLOBAL TIMBERLANDS LLC,,,,Open/Unstated,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-105,WA-Stevens,3430 Ionosphere Mtn,1045,3430,48.1565,-117.6394,4,0,0,GOLDEN POND TIMBERLANDS INC,,,,,,Unstated,Permit (Paid),,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-106,WA-Stevens,3425 Keyer Butte,1044,3425,48.1584,-118.0985,4,0,0,BAKKEN ROBERT M,,SMITH G MARTIN,,,,Restricted/Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-107,WA-Stevens,Toulou Mountain,1042,3420,48.8486,-118.1596,4,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-108,WA-Stevens,Jumpoff Joe Mountain,1042,3418,48.1179,-117.6653,4,0,0,CHOPOT LANDS LLC,,,,,,Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-109,WA-Stevens,3411 Mt Lowband,1040,3411,48.0891,-117.4487,4,0,0,TJB PROPERTIES LLC,,,,,,Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-110,WA-Stevens,3386 Mt Multiband,1032,3386,48.2623,-117.7804,4,0,0,BLM,Spokane District:Border Field Office,STOLP SYNDICATE LLC,,VAAGEN BROS LUMBER INC,,Open/Unstated/Restricted?,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-111,WA-Stevens,Colville Mountain,1029,3375,48.5729,-117.8972,4,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2023,11,10,2023-11-10,W7MDN
W7W/ST-112,WA-Stevens,Bald Benchmark,1024,3359,48.1069,-118.1466,4,0,0,HUNTER CREEK PROPERTY LTD,,HUDSPETH MARK D,,,,Restricted/Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-113,WA-Stevens,3340 Beitey Peak,1018,3340,48.1898,-117.6394,4,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2023,11,11,2023-11-11,W7MDN
W7W/ST-114,WA-Stevens,3328 Propogation Butte,1014,3328,48.1484,-118.1333,4,0,0,EAGLES LEGACY LAND LLC,,,,,,Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-115,WA-Stevens,Kelly Hill,1010,3315,48.7239,-118.0733,4,0,0,VAAGEN BROS LUMBER INC,,,,,,Restricted?,Restricted,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-116,WA-Stevens,Gold Hill,1000,3281,48.6291,-118.0297,4,0,0,BLM,Spokane District:Border Field Office,HODGSON II MYRON J,,,,Restricted/Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-117,WA-Stevens,3268 Rotator Hill,996,3268,48.8478,-118.1216,2,0,0,GALLAHER FAMILY LTD PARTNERSHIP,,,,,,Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-118,WA-Stevens,3220 Superhetrodyne Hill,981,3220,48.1773,-117.5892,2,0,0,DAVIS HEHN TRUSTEE DIANA,,MESCH FERDINAND P,,,,Unstated/Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-119,WA-Stevens,3172 Troposphere Hill,967,3172,48.0491,-118.1582,2,0,0,LUNDSTROM ETAL WADE,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-121,WA-Stevens,3131 Vee Beam Hill,954,3131,48.7873,-117.962,2,0,0,WA DNR,NE Region:N Columbia District,VAAGEN BROS LUMBER INC,,,,Open/Restricted?,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-122,WA-Stevens,Wrights Mountain,948,3111,48.2181,-117.7673,2,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-123,WA-Stevens,3105 Wavelength Hill,946,3105,48.8855,-117.7625,2,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-124,WA-Stevens,Miller Mountain,945,3100,48.0061,-118.3222,2,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2021,12,5,2021-12-05,W7MDN
W7W/ST-125,WA-Stevens,Castle Rock,939,3082,48.4604,-117.8297,2,0,0,ARDEN BUTTE RANCH LLC,,MILLER TRUSTEE RAYMOND R,,,,Unstated/Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-126,WA-Stevens,3075 Field Effect Hill,937,3075,48.2011,-117.8522,2,0,0,ARDEN TREE FARMS INC,,C W WILSON FOREST MANAGEMENT,,,,Permit/Unstated,Request,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-127,WA-Stevens,3065 General Class Hill,934,3065,48.7578,-117.981,2,0,0,VAAGEN BROS LUMBER INC,,,,,,Restricted?,Restricted,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-128,WA-Stevens,3016 Handitalkie Hill,919,3016,48.4317,-117.9376,2,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-129,WA-Stevens,2980 ITU Hill,908,2980,48.2945,-117.8662,2,0,0,ARDEN TREE FARMS INC,,,,,,Permit,Request,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-130,WA-Stevens,2970 J-Pole Hill,905,2970,48.7638,-118.0821,2,0,0,VAAGEN BROS LUMBER INC,,,,,,Restricted?,Restricted,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-131,WA-Stevens,2970 Kilohertz Hill,905,2970,48.6619,-118.0311,2,0,0,JONES PAIGE AURAND,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-133,WA-Stevens,Silver Crown Mountain,897,2943,48.9045,-117.7717,2,0,0,JOHN HANCOCK LIFE INSURANCE COMPANY,,VAAGEN BROS LUMBER CO INC,,,,Unstated/Restricted?,Permit (Paid),,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-134,WA-Stevens,2893 Lower Sideband Hill,882,2893,48.2103,-118.147,2,0,0,KRAUSE GARY W,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-135,WA-Stevens,Riecker Mountain,881,2890,48.3293,-117.8542,2,0,0,BLM,Spokane District:Border Field Office,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-136,WA-Stevens,2875 Multimode Hill,876,2875,48.9466,-118.2029,2,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-137,WA-Stevens,2821 Noise Blanker Hill,860,2821,48.7744,-118.0641,2,0,0,SIMMONS MICHAEL,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-138,WA-Stevens,Island Mountain,852,2795,48.8792,-117.8126,2,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-139,WA-Stevens,2780 Passband Hill,847,2780,48.4236,-117.9736,2,0,0,THOMPSON TRUSTEE GALEN R,,,,,,Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-140,WA-Stevens,Graham Hill,846,2775,48.5349,-117.8424,2,0,0,DUBOIS JEAN P,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-142,WA-Stevens,Limekiln Hill,838,2748,48.0752,-117.7314,2,0,0,BARANY WILLIAM P,,BERTIE ETAL JOHN J,,,,Restricted/Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-143,WA-Stevens,Old Town Mountain,837,2745,48.5892,-117.8624,2,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-144,WA-Stevens,Gold Hill,823,2700,48.3278,-117.7649,2,0,1,CHEWELAH VALLEY LAND TRUST,,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,2025,7,28,2025-07-28,W7MDN
W7W/ST-145,WA-Stevens,2584 Tuner Hill,788,2584,48.11,-118.1955,2,0,0,CLOUSE JR THOMAS E,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-146,WA-Stevens,Denny Benchmark,740,2427,48.8351,-117.9498,2,0,0,PAINTED FEATHER PROPERTIES LLC,,BRULAND KARL,,,,Restricted/Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-147,WA-Stevens,2297 RTTY Hill,700,2297,48.0678,-118.222,2,0,0,HUNTERS FARM LLC,,STEELE JOHN H,,,,Restricted/Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-148,WA-Stevens,4620,1408,4620,48.519,-118.0071,4,0,0,WA DNR,NE Region:N Columbia District,,,,,Open,Open,,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-149,WA-Stevens,4153,1266,4153,48.5784,-117.528,4,0,0,WA DNR,Little Pend Oreille State Forest,,,,,Open,Open,,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-150,WA-Stevens,Stoddard Mountain,1190,3904,48.8615,-117.7573,4,0,0,BLM,Spokane District:Border Field Office,,,,,Open,Open,,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-151,WA-Stevens,Spokane Mountain,1179,3869,47.9565,-118.0791,4,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,10,18,2021-10-18,W7MDN
W7W/ST-152,WA-Stevens,Dunns Mountain,1090,3575,47.9037,-117.6171,4,0,0,THOMPSON ALLEN S,,,,,,Restricted,Unstated,,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-153,WA-Stevens,Grouse Ridge,1068,3505,47.9742,-118.0527,4,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,10,18,2021-10-18,W7MDN
W7W/ST-154,WA-Stevens,Wellpinit Mountain,1056,3463,47.8866,-118.0207,4,0,2,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,2,27,2021-02-27,W7MDN
W7W/ST-155,WA-Stevens,McMillan Mountain,1055,3460,47.9225,-117.736,4,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,10,4,2021-10-04,W7MDN
W7W/ST-156,WA-Stevens,Mount Godfrey,1047,3436,47.875,-117.7401,4,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,11,21,2021-11-21,W7MDN
W7W/ST-157,WA-Stevens,3152,961,3152,48.4654,-117.9774,2,0,0,WAGON WHEEL INVESTMENTS LLP,,,,,,Unstated,Unstated,,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-158,WA-Stevens,Little Mountain,957,3141,47.916,-117.6357,2,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,10,25,2021-10-25,W7MDN
W7W/ST-159,WA-Stevens,Wellpinit Benchmark,903,2964,47.8625,-117.9449,2,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,2,27,2021-02-27,W7MDN
W7W/ST-160,WA-Stevens,2828,862,2828,48.1286,-117.7184,2,0,0,HANSEN JOHN N,,TROTS ETAL VERA,,,,Restricted/Restricted,Unstated,,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/ST-161,WA-Stevens,2754,839,2754,47.9768,-118.2562,2,0,0,BIA,Spokane Reservation,,,,,Permit?,Permit (unk),,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-001,WA-Washington East,Oregon Butte,1947,6387,46.1103,-117.6795,6,3,5,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,8,20,2016-08-20,AA7DV
W7W/WE-002,WA-Washington East,Garfield County HP,1945,6380,46.1199,-117.5498,6,3,9,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2012,9,8,2012-09-08,KF7VSL
W7W/WE-003,WA-Washington East,Mount Misery,1940,6366,46.1229,-117.5146,6,3,10,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,8,22,2014-08-22,W7LKR
W7W/WE-004,WA-Washington East,Table Rock,1905,6250,46.0306,-117.9114,6,3,9,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,9,3,2018-09-03,KI7SI
W7W/WE-005,WA-Washington East,Burnt Flat,1823,5980,46.0377,-117.8316,6,3,7,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2022,10,7,2022-10-07,W7MDN
W7W/WE-006,WA-Washington East,Mount Spokane,1793,5883,47.9236,-117.1123,6,3,71,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2013,8,10,2013-08-10,KF7EHT
W7W/WE-007,WA-Washington East,Chase Mountain,1720,5642,46.1123,-117.8581,6,3,14,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,11,23,2018-11-23,KG7EJT
W7W/WE-008,WA-Washington East,Weller Butte,1689,5540,46.0352,-117.6732,6,3,0,USFS,Umatilla NF,,,,,Open,Open,None,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-009,WA-Washington East,Bald Butte,1670,5479,46.0874,-117.6088,6,3,0,USFS,Umatilla NF,,,,,Open,Open,None,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-010,WA-Washington East,Halsey Butte,1644,5395,46.0752,-117.5439,6,3,0,USFS,Umatilla NF,,,,,Open,Open,None,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-011,WA-Washington East,Mica Peak,1586,5205,47.5734,-117.0817,6,3,22,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2017,3,9,2017-03-09,AA7DV
W7W/WE-012,WA-Washington East,Quartz Mountain,1579,5180,47.8852,-117.082,6,3,47,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2013,11,2,2013-11-02,KF7EHT
W7W/WE-013,WA-Washington East,Prominencians Peak,1566,5139,46.0848,-117.5777,6,3,0,USFS,Umatilla NF,,,,,Open,Open,None,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-014,WA-Washington East,Ragged Mountain,1506,4940,47.8696,-117.0545,6,3,21,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,5,26,2016-05-26,KG7VPX
W7W/WE-015,WA-Washington East,4831 Field Effect Mtn,1472,4831,47.9476,-117.0469,4,0,5,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,5,18,2019-05-18,K7DJL
W7W/WE-016,WA-Washington East,4780 Diode Mtn,1457,4780,46.1042,-117.6253,4,0,0,USFS,Umatilla NF,,,,,Open,Open,None,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-017,WA-Washington East,4140 Pentode Peak,1262,4140,48.0171,-117.128,4,0,14,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,5,4,2019-05-04,K7DJL
W7W/WE-018,WA-Washington East,4061 Tetrode Peak,1238,4061,48.0295,-117.0896,4,0,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,5,4,2019-05-04,K7DJL
W7W/WE-019,WA-Washington East,Scoop Mtn,1220,4003,47.9418,-117.6755,4,0,0,SYSTEM GLOBAL TIMBERLANDS LLC,,JA BUFFER PROPERTIES LLC,,,,Unstated/Unstated/Unstated,Permit (Paid),Lots,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/WE-020,WA-Washington East,Tekoa Benchmark,1184,3886,47.3058,-117.0693,4,0,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,4,6,2019-04-06,K7DJL
W7W/WE-021,WA-Washington East,Krell Hill,1119,3670,47.5821,-117.2944,4,0,43,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2013,11,16,2013-11-16,K7EHT
W7W/WE-022,WA-Washington East,Kamiak Butte,1110,3641,46.8622,-117.1671,4,0,39,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2012,9,9,2012-09-09,NA7EM
W7W/WE-023,WA-Washington East,Steptoe Butte,1101,3612,47.0326,-117.2967,4,0,42,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2013,7,20,2013-07-20,NA7RU
W7W/WE-024,WA-Washington East,Lilienthal Mountain,1088,3568,47.9102,-118.2333,4,0,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2020,10,9,2020-10-09,W7MDN
W7W/WE-025,WA-Washington East,3516 Triode Mtn,1072,3516,47.758,-117.1349,4,0,15,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,9,3,2016-09-03,K7LTH
W7W/WE-026,WA-Washington East,Gelbert Mountain,1064,3490,47.3266,-117.128,4,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,4,10,2019-04-10,K7DJL
W7W/WE-027,WA-Washington East,Antoine Peak,1029,3375,47.7255,-117.1692,4,0,56,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2013,1,6,2013-01-06,KF7EHT
W7W/WE-028,WA-Washington East,Parker Butte,1009,3310,46.8506,-117.0556,4,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2021,2,13,2021-02-13,K7DJL
W7W/WE-029,WA-Washington East,Ringo Butte,991,3251,46.8771,-117.0499,2,0,0,"BRUNS, E ALBERT/RUTH",,,,,,Restricted,Unstated,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/WE-030,WA-Washington East,Lookout Mountain,949,3114,47.813,-117.5093,2,0,8,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,5,4,2016-05-04,KH2TJ
W7W/WE-031,WA-Washington East,Hanning Butte,929,3049,47.5876,-117.8913,2,0,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,8,18,2018-08-18,K7DJL
W7W/WE-032,WA-Washington East,Morefield Butte,928,3045,47.4013,-117.1338,2,0,0,"HEMMINGSON FARMS, LLC",,,,,,Restricted,Unstated,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/WE-033,WA-Washington East,Smoot Hill,921,3022,46.8182,-117.238,2,0,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2024,11,16,2024-11-16,K2VFZ
W7W/WE-034,WA-Washington East,Shoemaker Butte,915,3001,47.7431,-117.832,2,0,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,5,16,2015-05-16,W7/DL6AP/P
W7W/WE-035,WA-Washington East,Booth Hill,899,2949,47.5544,-117.7277,2,0,10,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2017,12,21,2017-12-21,K7DJL
W7W/WE-036,WA-Washington East,Steam Shovel Hill,893,2930,47.1054,-117.3149,2,0,0,ROSE FAMILY FARM LLC,,,,,,Restricted,Unstated,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/WE-037,WA-Washington East,Needham Hill,879,2884,47.5513,-117.5605,2,0,4,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,2,3,2018-02-03,K7DJL
W7W/WE-038,WA-Washington East,2820 Beacon Hill,860,2820,47.7642,-117.0458,2,0,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2012,10,26,2012-10-26,KF7QLH
W7W/WE-039,WA-Washington East,Milan Hill,816,2677,47.9585,-117.3044,2,0,0,"MAYNARD, DEBRA",,,,,,Restricted,Unstated,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/WE-040,WA-Washington East,Pitney Butte,808,2651,47.8784,-118.1733,2,0,0,LELAND LAND & LIVESTOCK LLC,,,,,,Restricted,Unstated,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/WE-041,WA-Washington East,2356 Network Hill,718,2356,47.8279,-118.3498,2,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2020,12,20,2020-12-20,W7MDN
W7W/WE-042,WA-Washington East,1886 Bandplan Hill,575,1886,46.5459,-117.9865,2,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2012,9,15,2012-09-15,KE7WOE
W7W/WE-043,WA-Washington East,Benjamins Butte,502,1648,46.7109,-118.3166,2,0,0,ROSS RANCH LLC,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-044,WA-Washington East,Hunt Benchmark,483,1584,46.5777,-118.5914,1,0,0,STEPHEN C HUNT,,,,,,Restricted,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-045,WA-Washington East,Red Mountain,430,1410,46.2896,-119.4256,1,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2019,6,11,2019-06-11,KJ7EHA
W7W/WE-046,WA-Washington East,Candy Mountain,424,1391,46.259,-119.3664,1,0,7,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2018,11,22,2018-11-22,KG7EJT
W7W/WE-047,WA-Washington East,Goose Hill,408,1339,46.2465,-119.4298,1,0,2,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2019,5,24,2019-05-24,WX7EMT
W7W/WE-048,WA-Washington East,West Gable Mountains,340,1115,46.6029,-119.5157,1,0,0,US DoE,Hanford Site,,,,,Restricted,Restricted,None,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-049,WA-Washington East,Saddle Butte,1798,5900,46.0704,-117.4618,6,3,2,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2020,10,25,2020-10-25,N7RR
W7W/WE-050,WA-Washington East,Mount Wilson,1497,4913,45.998,-116.9777,4,0,0,BLM,Vale District:Baker Field Office,,,,,Open,Open,None,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-051,WA-Washington East,Puffer Butte,1372,4500,46.0725,-117.1749,4,0,10,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2018,5,5,2018-05-05,K7F
W7W/WE-052,WA-Washington East,Tekoa Mountain,1222,4009,47.2583,-117.0899,4,0,2,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2019,4,12,2019-04-12,K7DJL
W7W/WE-053,WA-Washington East,Rattlesnake Benchmark,1106,3629,46.4476,-119.84,4,0,0,ROBERT RANCH 5+1 LLC,Blackrock Valley – HBWP,,,,,Restricted,Request,Lots,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-054,WA-Washington East,Rattlesnake Mountain,1091,3580,46.4153,-119.6298,4,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2019,7,13,2019-07-13,KJ7EHA
W7W/WE-055,WA-Washington East,Bald Butte,1050,3446,46.6336,-117.0881,4,0,0,BALD BUTTE RANCH LLC,,,,,,Restricted,Unstated,Lots,,1. Dec. 2016,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WE-056,WA-Washington East,Bracken Point,1039,3408,46.2494,-117.3255,4,0,2,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2021,5,8,2021-05-08,W7MDN
W7W/WE-057,WA-Washington East,Ladow Butte,1005,3296,46.992,-117.0651,4,0,4,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2017,5,27,2017-05-27,KG7EJT
W7W/WE-058,WA-Washington East,2850,869,2850,47.8711,-118.7942,2,0,1,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2019,5,17,2019-05-17,K7DJL
W7W/WE-059,WA-Washington East,Jump Off Joe,671,2200,46.1038,-119.1298,2,0,11,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2019,5,25,2019-05-25,WX7EMT
W7W/WE-060,WA-Washington East,Chandler Butte,624,2046,46.2475,-119.5641,2,0,10,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2019,2,3,2019-02-03,WX7EMT
W7W/WE-061,WA-Washington East,Badger Mountain,486,1595,46.2344,-119.3214,1,0,14,,,,,,,,,,,1. Dec. 2016,31. Dec. 2099,TRUE,2017,8,19,2017-08-19,W0CCA
W7W/WH-001,WA-Whatcom,Mount Baker,3286,10781,48.7768,-121.8144,10,3,19,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2013,9,8,2013-09-08,KD7LXL
W7W/WH-002,WA-Whatcom,Mount Shuksan,2783,9131,48.8311,-121.6028,10,3,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2021,6,27,2021-06-27,KI7QIV
W7W/WH-003,WA-Whatcom,Lincoln Peak,2774,9100,48.7683,-121.8586,10,3,0,USFS,Mt. Baker NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WH-004,WA-Whatcom,Jack Mountain,2763,9066,48.7728,-120.9564,10,3,0,USFS,Okanogan NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/WH-005,WA-Whatcom,Mount Spickard,2737,8979,48.9697,-121.2406,10,3,0,NPS,North Cascades NP,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
