V2,KK7LHY/P,W7W/KG-043,28/08/2023,00:11,144MHz,FM,N7NWT,,"146.58, 59 to me, 59 from me, Nate in Tacoma"
V2,KK7LHY/P,W7W/KG-043,28/08/2023,00:13,144MHz,FM,W7NN,,"146.58, 59 to me, 59 from me, Ron in Tumwater"
V2,KK7LHY/P,W7W/KG-043,28/08/2023,00:14,144MHz,FM,WW7D,,"146.58, 59 to me, 54 from me, Darryl in Redmond"
V2,KK7LHY/P,W7W/KG-043,28/08/2023,00:15,144MHz,FM,KB7RYY,,"146.58, 59 to me, 33-44 from me, Dan in S Bellevue"
V2,KK7LHY/P,W7W/KG-043,28/08/2023,00:16,144MHz,FM,WA7BEN,,"146.58, 47 to me, 33 from me, Ben in NE Seattle"
V2,KK7LHY/P,W7W/KG-043,28/08/2023,00:18,144MHz,FM,VE7/HB9EAJ/P,,"146.58, 57 to me, 59 from me, Stephan from Switzerland on Sugarloaf"
V2,KK7LHY/P,W7W/KG-043,28/08/2023,00:21,144MHz,FM,KD7GAB,,"146.58, 59 to me, 57 from me, Jon in Covington"
V2,KK7LHY/P,W7W/CW-044,10/09/2023,17:44,144MHz,FM,KJ7BIH/P,,"146.52, 59 to me, CM3 from me, Bill at an electric car recharge station in Cle Elum"
V2,KK7LHY/P,W7W/CW-044,10/09/2023,17:46,144MHz,FM,KI7DZK/P,,"146.52, 59 to me, 58-59 from me, David with an FT1D at 3000ft elevation hiking near 1st Creek along U.S. 97"
V2,KK7LHY/P,W7W/CW-044,10/09/2023,17:56,144MHz,FM,N7XS/P,,"146.52, 59 to me, 55-56 from me, Dean working on one of the repeaters on Tiger Mountain"
V2,KK7LHY/P,W7W/CW-043,10/09/2023,20:57,144MHz,FM,K7VE/M,,"146.52, 47 to me, 33 from me, John"
V2,KK7LHY/P,W7W/CW-043,10/09/2023,20:57,144MHz,FM,W7IJP/M,,"146.52, 59 to me, 57 from me, Jeremy"
V2,KK7LHY/P,W7W/CW-055,10/09/2023,23:30,144MHz,FM,W7NY/AM,,"146.52, 59 to me, 59 from me, Bill (again!) over Lake Chelan"
V2,KK7LHY/P,W7W/KG-118,24/09/2023,00:46,144MHz,FM,WW7D,,"146.58, 59 to me, 59 from me, Darryl in Redmond"
V2,KK7LHY/P,W7W/KG-118,24/09/2023,00:49,144MHz,FM,WU7H,,"146.58, 59 to me, 59 from me, Josh in Redmond"
V2,KK7LHY/P,W7W/KG-118,24/09/2023,00:49,144MHz,FM,W7IJP,,"146.58, 59 to me, 59 from me, Jeremy in Renton"
V2,KK7LHY/P,W7W/KG-118,24/09/2023,01:04,144MHz,FM,KG7EJT,,"146.52, 59 to me, 59 from me, Tim in Everett"
V2,KK7LHY/P,W7W/KG-118,24/09/2023,01:06,144MHz,FM,K7CX,,"146.52, 59 to me, 45 from me, Nelson in Burien"
V2,KK7LHY/P,W7W/KG-015,01/10/2023,17:17,144MHz,FM,N7ZLD,,"146.52, 47 to me, 47 from me, Murray in Shelton"
V2,KK7LHY/P,W7W/KG-015,01/10/2023,17:58,144MHz,FM,WW7D,,"146.56, 59 to me, 43 from me, Darryl in Redmond"
V2,KK7LHY/P,W7W/KG-015,01/10/2023,18:14,144MHz,FM,K7CH,,"146.52, 59 to me, 59 from me, Carl in Olympia"
V2,KK7LHY/P,W7W/KG-015,01/10/2023,18:16,144MHz,FM,K7OSK,,"146.52, 47 to me, 47 from me, John in Rochester"
V2,KK7LHY/P,W7W/LC-001,08/10/2023,21:07,144MHz,FM,K7ATN/P,,"146.54, 57 to me, 57 from me, Etienne on Githens Mountain"
V2,KK7LHY/P,W7W/LC-001,08/10/2023,21:08,144MHz,FM,K7FOP/P,,"146.54, 57 to me, 57 from me, Roland on Githens Mountain"
V2,KK7LHY/P,W7W/LC-001,08/10/2023,21:12,144MHz,FM,KD7QOW/P,,"146.54, 59 to me, 59 from me, Josef on Steamboat Mountain"
V2,KK7LHY/P,W7W/LC-001,08/10/2023,21:13,144MHz,FM,WJ7WJ,,"146.54, 59 to me, 44 from me, William in Beaverton"
V2,KK7LHY/P,W7W/LC-001,08/10/2023,21:14,144MHz,FM,WW7D,,"146.54, 59 to me, 55 from me, Darryl in Redmond"
V2,KK7LHY/P,W7W/LC-001,08/10/2023,21:16,144MHz,FM,WU7H/A,,"146.54, 59 to me, 59 from me, Josh operating remote with station in Redmond"
V2,KK7LHY/P,W7W/LC-001,08/10/2023,21:18,144MHz,FM,K8YFR/M,,"146.54, 47 to me, 47 from me, Jeff on I-5 near Centralia"
V2,KK7LHY/P,W7W/KG-060,21/10/2023,17:29,144MHz,FM,K6IR,,"146.58, 59 to me, 59 from me, John near Maple Valley, my station: QRZ-1 handheld at 5 watts into 146-3BP yagi"
V2,KK7LHY/P,W7W/KG-060,21/10/2023,17:31,144MHz,FM,KF7JQV,,"57 to me, 57 from me, Robert in Sequim"
